,Label
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,2
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,2
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,2
2035,7
2036,0
2037,0
2038,0
2039,0
2040,7
2041,0
2042,0
2043,0
2044,2
2045,0
2046,6
2047,0
2048,0
2049,5
2050,0
2051,3
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,6
2059,3
2060,0
2061,0
2062,0
2063,0
2064,2
2065,0
2066,0
2067,0
2068,2
2069,0
2070,0
2071,6
2072,0
2073,0
2074,7
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,0
2083,2
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,2
2092,0
2093,0
2094,0
2095,3
2096,0
2097,0
2098,0
2099,0
2100,0
2101,2
2102,0
2103,0
2104,2
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,7
2123,2
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,2
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,7
2142,6
2143,0
2144,0
2145,0
2146,2
2147,0
2148,0
2149,0
2150,0
2151,0
2152,7
2153,0
2154,0
2155,0
2156,7
2157,3
2158,0
2159,2
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,2
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,2
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,2
2189,0
2190,0
2191,0
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,5
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,3
2207,5
2208,0
2209,0
2210,7
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,2
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,5
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,7
2240,0
2241,0
2242,0
2243,2
2244,0
2245,0
2246,0
2247,6
2248,0
2249,0
2250,0
2251,0
2252,0
2253,2
2254,0
2255,0
2256,0
2257,0
2258,2
2259,0
2260,0
2261,0
2262,0
2263,0
2264,3
2265,0
2266,0
2267,0
2268,0
2269,7
2270,1
2271,1
2272,1
2273,1
2274,1
2275,1
2276,1
2277,1
2278,1
2279,1
2280,2
2281,1
2282,7
2283,1
2284,7
2285,2
2286,1
2287,1
2288,1
2289,2
2290,1
2291,1
2292,1
2293,1
2294,1
2295,1
2296,1
2297,1
2298,2
2299,7
2300,7
2301,1
2302,1
2303,1
2304,1
2305,7
2306,1
2307,0
2308,7
2309,1
2310,1
2311,2
2312,1
2313,7
2314,1
2315,1
2316,1
2317,2
2318,1
2319,1
2320,7
2321,1
2322,1
2323,1
2324,1
2325,1
2326,7
2327,1
2328,1
2329,2
2330,1
2331,2
2332,1
2333,1
2334,2
2335,1
2336,1
2337,1
2338,1
2339,5
2340,1
2341,1
2342,1
2343,1
2344,1
2345,1
2346,1
2347,1
2348,1
2349,1
2350,1
2351,1
2352,1
2353,1
2354,1
2355,1
2356,1
2357,1
2358,1
2359,2
2360,1
2361,1
2362,5
2363,1
2364,1
2365,1
2366,1
2367,7
2368,1
2369,1
2370,1
2371,5
2372,1
2373,1
2374,1
2375,7
2376,1
2377,1
2378,1
2379,1
2380,1
2381,1
2382,1
2383,1
2384,1
2385,1
2386,1
2387,7
2388,1
2389,1
2390,1
2391,1
2392,7
2393,1
2394,1
2395,1
2396,1
2397,7
2398,1
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,1
2406,1
2407,1
2408,1
2409,1
2410,7
2411,6
2412,1
2413,7
2414,1
2415,1
2416,1
2417,1
2418,1
2419,2
2420,1
2421,1
2422,1
2423,1
2424,2
2425,1
2426,1
2427,1
2428,1
2429,1
2430,1
2431,1
2432,1
2433,1
2434,1
2435,7
2436,2
2437,2
2438,1
2439,1
2440,7
2441,7
2442,1
2443,1
2444,1
2445,7
2446,1
2447,1
2448,1
2449,1
2450,1
2451,1
2452,1
2453,1
2454,2
2455,1
2456,1
2457,1
2458,1
2459,2
2460,1
2461,1
2462,1
2463,3
2464,1
2465,1
2466,1
2467,1
2468,1
2469,1
2470,1
2471,1
2472,1
2473,7
2474,1
2475,1
2476,1
2477,1
2478,2
2479,1
2480,1
2481,7
2482,1
2483,1
2484,1
2485,1
2486,7
2487,1
2488,2
2489,1
2490,1
2491,1
2492,0
2493,1
2494,7
2495,1
2496,1
2497,1
2498,1
2499,1
2500,1
2501,1
2502,7
2503,1
2504,1
2505,1
2506,1
2507,1
2508,1
2509,1
2510,1
2511,7
2512,1
2513,1
2514,1
2515,1
2516,1
2517,4
2518,1
2519,1
2520,1
2521,1
2522,1
2523,1
2524,4
2525,1
2526,7
2527,7
2528,7
2529,5
2530,1
2531,1
2532,7
2533,1
2534,1
2535,1
2536,1
2537,1
2538,1
2539,1
2540,1
2541,1
2542,1
2543,1
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,7
2552,1
2553,2
2554,1
2555,1
2556,1
2557,2
2558,1
2559,1
2560,1
2561,1
2562,1
2563,1
2564,1
2565,1
2566,2
2567,3
2568,2
2569,1
2570,1
2571,1
2572,1
2573,1
2574,2
2575,1
2576,1
2577,6
2578,1
2579,1
2580,1
2581,1
2582,2
2583,1
2584,1
2585,1
2586,4
2587,2
2588,1
2589,1
2590,1
2591,0
2592,2
2593,1
2594,1
2595,1
2596,1
2597,7
2598,7
2599,1
2600,2
2601,1
2602,1
2603,7
2604,1
2605,1
2606,1
2607,1
2608,1
2609,1
2610,2
2611,1
2612,1
2613,1
2614,1
2615,2
2616,1
2617,1
2618,1
2619,4
2620,1
2621,1
2622,1
2623,1
2624,5
2625,1
2626,0
2627,1
2628,1
2629,3
2630,1
2631,1
2632,1
2633,1
2634,1
2635,1
2636,1
2637,1
2638,1
2639,1
2640,1
2641,1
2642,1
2643,1
2644,1
2645,1
2646,1
2647,1
2648,1
2649,1
2650,1
2651,1
2652,1
2653,2
2654,1
2655,2
2656,1
2657,1
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,7
2665,1
2666,1
2667,1
2668,1
2669,2
2670,1
2671,1
2672,7
2673,0
2674,1
2675,1
2676,1
2677,1
2678,2
2679,1
2680,1
2681,1
2682,2
2683,1
2684,1
2685,1
2686,2
2687,4
2688,1
2689,1
2690,1
2691,1
2692,1
2693,1
2694,1
2695,3
2696,1
2697,1
2698,1
2699,5
2700,7
2701,1
2702,1
2703,1
2704,7
2705,1
2706,1
2707,1
2708,1
2709,2
2710,1
2711,1
2712,1
2713,1
2714,2
2715,1
2716,1
2717,1
2718,1
2719,1
2720,1
2721,1
2722,1
2723,1
2724,2
2725,7
2726,7
2727,1
2728,1
2729,1
2730,3
2731,1
2732,1
2733,1
2734,1
2735,1
2736,1
2737,1
2738,7
2739,1
2740,1
2741,2
2742,7
2743,1
2744,2
2745,1
2746,1
2747,1
2748,1
2749,1
2750,1
2751,7
2752,1
2753,1
2754,7
2755,1
2756,7
2757,1
2758,1
2759,1
2760,1
2761,1
2762,1
2763,1
2764,0
2765,1
2766,1
2767,1
2768,1
2769,1
2770,7
2771,1
2772,1
2773,1
2774,1
2775,2
2776,1
2777,1
2778,2
2779,1
2780,1
2781,1
2782,1
2783,1
2784,1
2785,7
2786,2
2787,1
2788,1
2789,1
2790,1
2791,1
2792,1
2793,1
2794,7
2795,1
2796,1
2797,0
2798,1
2799,1
2800,1
2801,2
2802,1
2803,1
2804,1
2805,1
2806,1
2807,3
2808,1
2809,1
2810,2
2811,1
2812,1
2813,1
2814,1
2815,1
2816,2
2817,1
2818,1
2819,1
2820,2
2821,1
2822,7
2823,1
2824,1
2825,1
2826,7
2827,1
2828,1
2829,1
2830,1
2831,2
2832,1
2833,1
2834,1
2835,1
2836,1
2837,2
2838,1
2839,1
2840,2
2841,1
2842,7
2843,7
2844,4
2845,0
2846,7
2847,1
2848,0
2849,1
2850,1
2851,1
2852,1
2853,7
2854,1
2855,1
2856,1
2857,1
2858,1
2859,4
2860,1
2861,7
2862,1
2863,1
2864,1
2865,1
2866,1
2867,1
2868,1
2869,1
2870,1
2871,1
2872,2
2873,1
2874,7
2875,1
2876,1
2877,1
2878,1
2879,1
2880,1
2881,1
2882,1
2883,1
2884,1
2885,1
2886,1
2887,1
2888,1
2889,1
2890,1
2891,1
2892,1
2893,7
2894,4
2895,1
2896,1
2897,1
2898,1
2899,1
2900,1
2901,4
2902,7
2903,1
2904,1
2905,1
2906,1
2907,4
2908,1
2909,1
2910,1
2911,1
2912,1
2913,1
2914,1
2915,1
2916,1
2917,1
2918,5
2919,1
2920,1
2921,1
2922,1
2923,1
2924,0
2925,1
2926,2
2927,1
2928,1
2929,7
2930,1
2931,1
2932,7
2933,1
2934,1
2935,2
2936,1
2937,1
2938,1
2939,1
2940,1
2941,1
2942,1
2943,2
2944,1
2945,1
2946,1
2947,1
2948,1
2949,1
2950,1
2951,1
2952,1
2953,1
2954,1
2955,1
2956,1
2957,1
2958,7
2959,1
2960,1
2961,7
2962,1
2963,1
2964,1
2965,3
2966,1
2967,2
2968,1
2969,1
2970,7
2971,2
2972,1
2973,7
2974,1
2975,1
2976,1
2977,7
2978,7
2979,5
2980,1
2981,1
2982,1
2983,1
2984,1
2985,7
2986,7
2987,1
2988,1
2989,7
2990,1
2991,7
2992,1
2993,5
2994,1
2995,1
2996,1
2997,1
